signal_date,ticker,industry,grade,score,vol_ratio,day_chg_pct,gap_pct,close_strength,rsi,close_price,score_breakdown,flags,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15
2026-03-02,3645,電子零組件業,SURGE_BETA,40,2.57,6.39,-4.83,0.85,37.9,68.30000305175781,"{'vol_ratio': 10, 'close_strength': 8, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 0, 'relative_strength': 8, 'breakout_20d': 0, 'rsi_healthy': 0, 'margin_not_hot': 0, 'bb_squeeze': 0}",SURGE_GATE_PASS|SURGE_DAY2|VOL_IDEAL:2.57x|CLOSE_STRONG:0.85|POCKET_PIVOT|RS:+7.3%|RSI_WEAK:37.9|BB_WIDE:0.345,-1.46,-8.49,-8.05,1.02,0.59,10.54,21.38,17.42,18.45,21.82,21.38,24.16,18.45,14.79,13.18
2026-03-02,3686,半導體業,SURGE_BETA,45,2.32,9.75,-2.5,0.98,55.0,21.950000762939453,"{'vol_ratio': 10, 'close_strength': 8, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 0, 'relative_strength': 8, 'breakout_20d': 0, 'rsi_healthy': 5, 'margin_not_hot': 0, 'bb_squeeze': 0}",SURGE_GATE_PASS|SURGE_DAY1|VOL_IDEAL:2.32x|CLOSE_STRONG:0.98|POCKET_PIVOT|RS:+10.7%|RSI_HEALTHY:55.0|BB_WIDE:0.262,-3.87,-12.3,-12.3,-12.53,-15.03,-17.31,-13.9,-15.26,-15.72,-15.26,-14.35,-15.26,-8.66,-12.76,-15.72
2026-03-02,3701,電腦及週邊設備業,SURGE_ALPHA,64,2.42,9.85,-3.57,1.0,57.6,64.69999694824219,"{'vol_ratio': 10, 'close_strength': 8, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 0, 'relative_strength': 8, 'breakout_20d': 10, 'rsi_healthy': 5, 'margin_not_hot': 0, 'bb_squeeze': 8}",SURGE_GATE_PASS|SURGE_DAY1|VOL_IDEAL:2.42x|CLOSE_STRONG:1.00|POCKET_PIVOT|RS:+10.7%|BREAKOUT_20D:64.70>61.70|RSI_HEALTHY:57.6|BB_SQUEEZE_BREAK:BB:0.159→0.297,9.89,-1.08,-5.72,-9.89,-18.86,-16.85,-8.66,-11.9,-3.09,0.15,2.32,0.77,2.01,1.7,-8.19
2026-03-02,4909,通信網路業,SURGE_BETA,52,5.09,9.92,-4.41,1.0,57.4,69.80000305175781,"{'vol_ratio': 2, 'close_strength': 8, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 0, 'relative_strength': 8, 'breakout_20d': 10, 'rsi_healthy': 5, 'margin_not_hot': 0, 'bb_squeeze': 4}",SURGE_GATE_PASS|SURGE_DAY2|VOL_HYPERCHASE:5.09x|CLOSE_STRONG:1.00|POCKET_PIVOT|RS:+10.8%|BREAKOUT_20D:69.80>65.20|RSI_HEALTHY:57.4|BB_SQUEEZE_EXPAND:BB:0.198→0.314,-0.57,-6.45,-8.02,-6.16,-11.03,-9.74,-9.74,-11.17,-12.75,-10.46,-8.74,-11.46,-14.33,-14.18,-19.91
2026-03-02,5452,其他電子業,SURGE_BETA,40,2.86,9.97,-2.85,1.0,48.9,34.75,"{'vol_ratio': 10, 'close_strength': 8, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 0, 'relative_strength': 8, 'breakout_20d': 0, 'rsi_healthy': 0, 'margin_not_hot': 0, 'bb_squeeze': 0}",SURGE_GATE_PASS|SURGE_DAY1|VOL_IDEAL:2.86x|CLOSE_STRONG:1.00|POCKET_PIVOT|RS:+10.9%|RSI_WEAK:48.9|BB_WIDE:0.227,-1.87,-8.49,-8.06,-3.6,-10.36,-10.22,-1.29,-3.02,-5.76,-4.6,-0.29,-0.72,3.6,13.53,3.88
2026-03-02,6217,電子零組件業,SURGE_BETA,46,1.61,9.93,9.93,1.0,74.5,103.0,"{'vol_ratio': 6, 'close_strength': 8, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 0, 'relative_strength': 8, 'breakout_20d': 10, 'rsi_healthy': 0, 'margin_not_hot': 0, 'bb_squeeze': 0}",SURGE_GATE_PASS|SURGE_DAY1|VOL_MILD:1.61x|CLOSE_STRONG:1.00|POCKET_PIVOT|RS:+10.8%|BREAKOUT_20D:103.00>93.70|RSI_HOT:74.5|BB_WIDE:0.706,-3.88,-10.68,-1.94,7.77,-3.01,0.0,9.71,20.39,32.04,34.47,47.57,62.14,78.16,84.47,66.02
2026-03-02,6432,電子零組件業,SURGE_BETA,48,2.47,9.96,1.34,1.0,46.0,37.0,"{'vol_ratio': 10, 'close_strength': 8, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 8, 'relative_strength': 8, 'breakout_20d': 0, 'rsi_healthy': 0, 'margin_not_hot': 0, 'bb_squeeze': 0}",SURGE_GATE_PASS|SURGE_DAY1|VOL_IDEAL:2.47x|CLOSE_STRONG:1.00|POCKET_PIVOT|GAP_FULL:1.3%|RS:+10.9%|RSI_WEAK:46.0|BB_WIDE:0.243,3.78,-0.81,-0.81,-3.65,-12.43,-11.62,-8.51,-8.92,-9.73,-0.81,2.3,1.49,0.54,-1.49,-6.76
2026-03-02,8048,通信網路業,SURGE_BETA,47,9.16,6.95,-1.62,0.76,89.2,66.19999694824219,"{'vol_ratio': 2, 'close_strength': 5, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 0, 'relative_strength': 8, 'breakout_20d': 10, 'rsi_healthy': 0, 'margin_not_hot': 0, 'bb_squeeze': 8}",SURGE_GATE_PASS|SURGE_DAY2|VOL_HYPERCHASE:9.16x|CLOSE_HEALTHY:0.76|POCKET_PIVOT|RS:+7.8%|BREAKOUT_20D:66.20>61.90|RSI_HOT:89.2|BB_SQUEEZE_BREAK:BB:0.090→0.228,4.23,-1.36,-3.63,-4.53,-10.42,-10.12,-9.82,-9.67,-9.37,-8.01,-10.73,-7.1,-8.46,-8.01,-11.63
2026-03-03,2467,電子零組件業,SURGE_ALPHA,63,2.29,9.92,3.68,1.0,81.8,388.0,"{'vol_ratio': 10, 'close_strength': 8, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 8, 'relative_strength': 8, 'breakout_20d': 10, 'rsi_healthy': 0, 'margin_not_hot': 0, 'bb_squeeze': 4}",SURGE_GATE_PASS|SURGE_DAY1|VOL_IDEAL:2.29x|CLOSE_STRONG:1.00|POCKET_PIVOT|GAP_FULL:3.7%|RS:+12.1%|BREAKOUT_20D:388.00>353.00|RSI_HOT:81.8|BB_SQUEEZE_EXPAND:BB:0.187→0.560,-5.93,3.09,1.29,-8.76,-8.51,-5.15,-5.93,-6.31,-2.45,-2.96,3.35,-4.25,-5.28,-8.38,-5.15
2026-03-03,3665,其他電子業,SURGE_ALPHA,64,2.73,9.3,8.97,0.83,58.6,1645.0,"{'vol_ratio': 10, 'close_strength': 8, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 8, 'relative_strength': 8, 'breakout_20d': 10, 'rsi_healthy': 5, 'margin_not_hot': 0, 'bb_squeeze': 0}",SURGE_GATE_PASS|SURGE_DAY2|VOL_IDEAL:2.73x|CLOSE_STRONG:0.83|POCKET_PIVOT|GAP_FULL:9.0%|RS:+11.5%|BREAKOUT_20D:1645.00>1540.00|RSI_HEALTHY:58.6|BB_WIDE:0.262,-2.13,4.86,7.6,-3.04,-4.86,0.61,-0.61,-3.34,0.0,5.78,2.74,4.56,10.94,7.6,5.17
2026-03-03,6134,電子零組件業,SURGE_BETA,46,2.22,5.06,0.61,0.66,56.1,34.25,"{'vol_ratio': 10, 'close_strength': 5, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 4, 'relative_strength': 8, 'breakout_20d': 0, 'rsi_healthy': 5, 'margin_not_hot': 0, 'bb_squeeze': 0}",SURGE_GATE_PASS|SURGE_DAY1|VOL_IDEAL:2.22x|CLOSE_HEALTHY:0.66|POCKET_PIVOT|GAP_PARTIAL:0.6%|RS:+7.3%|RSI_HEALTHY:56.1|BB_WIDE:0.198,-3.36,-4.96,-6.72,-14.6,-13.58,-8.47,-9.64,-11.53,-11.09,-10.22,-6.57,-6.57,-9.2,-12.41,-13.72
2026-03-03,6220,電子零組件業,SURGE_ALPHA,56,4.53,9.08,8.4,0.9,91.1,40.25,"{'vol_ratio': 7, 'close_strength': 8, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 8, 'relative_strength': 8, 'breakout_20d': 10, 'rsi_healthy': 0, 'margin_not_hot': 0, 'bb_squeeze': 0}",SURGE_GATE_PASS|SURGE_DAY1|VOL_EXTREME:4.53x|CLOSE_STRONG:0.90|POCKET_PIVOT|GAP_FULL:8.4%|RS:+11.3%|BREAKOUT_20D:40.25>36.90|RSI_HOT:91.1|BB_WIDE:0.431,-1.12,2.73,4.22,6.46,12.55,11.43,0.37,-5.09,-14.41,-15.65,-12.42,-12.92,-16.77,-20.99,-22.48
2026-03-03,8086,半導體業,SURGE_ALPHA,56,6.79,8.73,4.76,0.84,57.3,137.0,"{'vol_ratio': 2, 'close_strength': 8, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 8, 'relative_strength': 8, 'breakout_20d': 10, 'rsi_healthy': 5, 'margin_not_hot': 0, 'bb_squeeze': 0}",SURGE_GATE_PASS|SURGE_DAY1|VOL_HYPERCHASE:6.79x|CLOSE_STRONG:0.84|POCKET_PIVOT|GAP_FULL:4.8%|RS:+10.9%|BREAKOUT_20D:137.00>132.00|RSI_HEALTHY:57.3|BB_WIDE:0.251,-7.66,-8.76,-8.03,-8.03,-5.84,0.0,-1.82,-0.36,-3.28,-5.47,-1.82,-1.09,-3.28,-11.31,-11.68
2026-03-04,2458,半導體業,SURGE_ALPHA,58,4.31,3.25,0.0,0.6,67.6,122.83766174316406,"{'vol_ratio': 7, 'close_strength': 5, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 0, 'relative_strength': 8, 'breakout_20d': 10, 'rsi_healthy': 5, 'margin_not_hot': 0, 'bb_squeeze': 8}",SURGE_GATE_PASS|SURGE_DAY1|VOL_EXTREME:4.31x|CLOSE_HEALTHY:0.60|POCKET_PIVOT|RS:+7.6%|BREAKOUT_20D:122.84>121.39|RSI_HEALTHY:67.6|BB_SQUEEZE_BREAK:BB:0.038→0.082,7.87,3.54,2.76,4.72,11.02,12.6,12.6,11.02,10.63,11.02,7.48,7.09,3.15,0.79,6.3
2026-03-05,2426,光電業,SURGE_ALPHA,60,3.78,9.79,2.12,1.0,45.2,20.75,"{'vol_ratio': 7, 'close_strength': 8, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 8, 'relative_strength': 8, 'breakout_20d': 10, 'rsi_healthy': 0, 'margin_not_hot': 0, 'bb_squeeze': 4}",SURGE_GATE_PASS|SURGE_DAY1|VOL_EXTREME:3.78x|CLOSE_STRONG:1.00|POCKET_PIVOT|GAP_FULL:2.1%|RS:+7.2%|BREAKOUT_20D:20.75>20.60|RSI_WEAK:45.2|BB_SQUEEZE_EXPAND:BB:0.088→0.120,9.88,20.72,23.13,35.42,48.92,63.13,66.02,77.35,84.82,67.23,68.67,61.45,58.8,74.46,61.93
2026-03-05,2458,半導體業,SURGE_ALPHA,64,3.98,7.87,2.76,0.88,77.5,132.50991821289062,"{'vol_ratio': 7, 'close_strength': 8, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 8, 'relative_strength': 8, 'breakout_20d': 10, 'rsi_healthy': 0, 'margin_not_hot': 0, 'bb_squeeze': 8}",SURGE_GATE_PASS|SURGE_DAY2|VOL_EXTREME:3.98x|CLOSE_STRONG:0.88|POCKET_PIVOT|GAP_FULL:2.8%|RS:+5.3%|BREAKOUT_20D:132.51>125.74|RSI_HOT:77.5|BB_SQUEEZE_BREAK:BB:0.038→0.151,-4.01,-4.74,-2.92,2.92,4.38,4.38,2.92,2.55,2.92,-0.36,-0.73,-4.38,-6.57,-1.46,-4.54
2026-03-06,2395,電腦及週邊設備業,SURGE_BETA,51,5.15,9.49,1.9,0.95,74.4,375.0,"{'vol_ratio': 2, 'close_strength': 8, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 8, 'relative_strength': 8, 'breakout_20d': 10, 'rsi_healthy': 0, 'margin_not_hot': 0, 'bb_squeeze': 0}",SURGE_GATE_PASS|SURGE_DAY2|VOL_HYPERCHASE:5.15x|CLOSE_STRONG:0.95|POCKET_PIVOT|GAP_FULL:1.9%|RS:+9.7%|BREAKOUT_20D:375.00>342.50|RSI_HOT:74.4|BB_WIDE:0.298,-7.47,-7.87,-7.73,-8.0,-8.67,-9.33,-7.2,-6.93,-8.8,-8.27,-12.0,-12.0,-11.07,-9.6,-11.33
2026-03-06,2426,光電業,SURGE_ALPHA,69,4.73,9.88,3.86,1.0,64.7,22.799999237060547,"{'vol_ratio': 7, 'close_strength': 8, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 8, 'relative_strength': 8, 'breakout_20d': 10, 'rsi_healthy': 5, 'margin_not_hot': 0, 'bb_squeeze': 8}",SURGE_GATE_PASS|SURGE_DAY2|VOL_EXTREME:4.73x|CLOSE_STRONG:1.00|POCKET_PIVOT|GAP_FULL:3.9%|RS:+10.1%|BREAKOUT_20D:22.80>20.75|RSI_HEALTHY:64.7|BB_SQUEEZE_BREAK:BB:0.088→0.200,9.87,12.06,23.25,35.53,48.46,51.1,61.4,68.2,52.19,53.51,46.93,44.52,58.77,47.37,57.89
2026-03-06,3653,電子零組件業,SURGE_ALPHA,59,2.16,8.76,3.5,0.88,50.0,3415.0,"{'vol_ratio': 10, 'close_strength': 8, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 8, 'relative_strength': 8, 'breakout_20d': 10, 'rsi_healthy': 0, 'margin_not_hot': 0, 'bb_squeeze': 0}",SURGE_GATE_PASS|SURGE_DAY1|VOL_IDEAL:2.16x|CLOSE_STRONG:0.88|POCKET_PIVOT|GAP_FULL:3.5%|RS:+9.0%|BREAKOUT_20D:3415.00>3365.00|RSI_WEAK:50.0|BB_WIDE:0.201,-6.88,2.34,2.05,0.73,-4.98,-0.73,9.08,16.54,14.2,12.74,12.74,15.67,15.52,15.37,18.3
2026-03-06,3714,光電業,SURGE_BETA,45,2.34,2.09,0.0,0.82,59.8,39.150001525878906,"{'vol_ratio': 10, 'close_strength': 8, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 0, 'relative_strength': 8, 'breakout_20d': 0, 'rsi_healthy': 5, 'margin_not_hot': 0, 'bb_squeeze': 0}",SURGE_GATE_PASS|SURGE_DAY1|VOL_IDEAL:2.34x|CLOSE_STRONG:0.82|POCKET_PIVOT|RS:+2.3%|RSI_HEALTHY:59.8|BB_WIDE:0.129,-5.11,-4.21,1.4,11.49,9.2,20.05,22.99,20.56,23.88,22.86,19.54,19.16,24.14,27.97,24.39
2026-03-06,8240,光電業,SURGE_BETA,41,2.15,6.27,0.77,0.75,47.9,41.5,"{'vol_ratio': 10, 'close_strength': 5, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 4, 'relative_strength': 8, 'breakout_20d': 0, 'rsi_healthy': 0, 'margin_not_hot': 0, 'bb_squeeze': 0}",SURGE_GATE_PASS|SURGE_DAY1|VOL_IDEAL:2.15x|CLOSE_HEALTHY:0.75|POCKET_PIVOT|GAP_PARTIAL:0.8%|RS:+6.5%|RSI_WEAK:47.9|BB_WIDE:0.118,-5.42,-3.61,2.41,10.6,10.6,18.8,30.6,43.61,43.61,34.94,32.77,31.33,33.98,22.17,28.67
2026-03-09,4973,半導體業,SURGE_BETA,48,2.59,9.9,1.43,1.0,42.8,45.46036911010742,"{'vol_ratio': 10, 'close_strength': 8, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 8, 'relative_strength': 8, 'breakout_20d': 0, 'rsi_healthy': 0, 'margin_not_hot': 0, 'bb_squeeze': 0}",SURGE_GATE_PASS|SURGE_DAY1|VOL_IDEAL:2.59x|CLOSE_STRONG:1.00|POCKET_PIVOT|GAP_FULL:1.4%|RS:+14.3%|RSI_WEAK:42.8|BB_WIDE:0.241,9.88,20.74,32.68,45.93,60.48,76.33,93.92,113.25,91.97,72.86,55.7,53.96,39.2,32.9,46.15
2026-03-10,4973,半導體業,SURGE_BETA,49,1.8,9.88,7.38,1.0,55.2,49.952110290527344,"{'vol_ratio': 6, 'close_strength': 8, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 8, 'relative_strength': 8, 'breakout_20d': 0, 'rsi_healthy': 5, 'margin_not_hot': 0, 'bb_squeeze': 0}",SURGE_GATE_PASS|SURGE_DAY2|VOL_MILD:1.80x|CLOSE_STRONG:1.00|POCKET_PIVOT|GAP_FULL:7.4%|RS:+7.8%|RSI_HEALTHY:55.2|BB_WIDE:0.238,9.88,20.75,32.81,46.05,60.47,76.48,94.07,74.7,57.31,41.7,40.12,26.68,20.95,33.0,22.13
2026-03-10,5340,電子零組件業,SURGE_BETA,44,1.73,9.52,7.14,0.93,44.8,115.0,"{'vol_ratio': 6, 'close_strength': 8, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 8, 'relative_strength': 8, 'breakout_20d': 0, 'rsi_healthy': 0, 'margin_not_hot': 0, 'bb_squeeze': 0}",SURGE_GATE_PASS|SURGE_DAY1|VOL_MILD:1.73x|CLOSE_STRONG:0.93|POCKET_PIVOT|GAP_FULL:7.1%|RS:+7.5%|RSI_WEAK:44.8|BB_WIDE:0.252,3.48,0.0,4.35,1.74,-5.22,-0.87,-2.17,-4.78,-10.43,-13.74,-8.7,-8.7,-6.96,-6.52,-15.74
2026-03-10,6435,半導體業,SURGE_BETA,45,3.02,8.77,3.51,0.85,51.8,155.0,"{'vol_ratio': 7, 'close_strength': 8, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 8, 'relative_strength': 8, 'breakout_20d': 0, 'rsi_healthy': 0, 'margin_not_hot': 0, 'bb_squeeze': 0}",SURGE_GATE_PASS|SURGE_DAY1|VOL_EXTREME:3.02x|CLOSE_STRONG:0.85|POCKET_PIVOT|GAP_FULL:3.5%|RS:+6.7%|RSI_WEAK:51.8|BB_WIDE:0.206,3.23,0.32,8.39,9.03,8.06,10.65,5.81,7.42,6.45,8.71,10.0,2.58,1.29,-2.58,-6.45
2026-03-10,8064,光電業,SURGE_BETA,41,2.58,3.44,3.24,0.62,40.6,51.099998474121094,"{'vol_ratio': 10, 'close_strength': 5, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 4, 'relative_strength': 8, 'breakout_20d': 0, 'rsi_healthy': 0, 'margin_not_hot': 0, 'bb_squeeze': 0}",SURGE_GATE_PASS|SURGE_DAY1|VOL_IDEAL:2.58x|CLOSE_HEALTHY:0.62|POCKET_PIVOT|GAP_PARTIAL:3.2%|RS:+1.4%|RSI_WEAK:40.6|BB_WIDE:0.236,9.0,12.72,9.98,20.94,28.77,31.51,31.12,26.03,38.55,26.42,33.07,46.18,38.16,30.53,23.87
2026-03-11,2323,光電業,SURGE_BETA,46,1.91,6.6,1.42,0.79,57.9,11.300000190734863,"{'vol_ratio': 6, 'close_strength': 5, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 8, 'relative_strength': 8, 'breakout_20d': 0, 'rsi_healthy': 5, 'margin_not_hot': 0, 'bb_squeeze': 0}",SURGE_GATE_PASS|SURGE_DAY1|VOL_MILD:1.91x|CLOSE_HEALTHY:0.79|POCKET_PIVOT|GAP_FULL:1.4%|RS:+2.5%|RSI_HEALTHY:57.9|BB_WIDE:0.158,0.88,-7.08,-8.41,-4.87,-2.65,5.75,15.93,5.75,5.31,4.87,4.42,0.88,-1.33,-5.75,-2.21
2026-03-11,2357,電腦及週邊設備業,SURGE_ALPHA,73,2.27,9.98,4.71,1.0,57.6,584.0,"{'vol_ratio': 10, 'close_strength': 8, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 8, 'relative_strength': 8, 'breakout_20d': 10, 'rsi_healthy': 5, 'margin_not_hot': 0, 'bb_squeeze': 8}",SURGE_GATE_PASS|SURGE_DAY1|VOL_IDEAL:2.27x|CLOSE_STRONG:1.00|POCKET_PIVOT|GAP_FULL:4.7%|RS:+5.9%|BREAKOUT_20D:584.00>536.00|RSI_HEALTHY:57.6|BB_SQUEEZE_BREAK:BB:0.059→0.144,-0.51,0.86,0.86,1.54,1.71,-1.03,-0.34,-3.6,-3.25,-3.25,-1.71,-1.2,-3.77,-5.99,-2.91
2026-03-11,2399,電腦及週邊設備業,SURGE_BETA,48,2.48,9.93,2.93,1.0,49.8,24.350000381469727,"{'vol_ratio': 10, 'close_strength': 8, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 8, 'relative_strength': 8, 'breakout_20d': 0, 'rsi_healthy': 0, 'margin_not_hot': 0, 'bb_squeeze': 0}",SURGE_GATE_PASS|SURGE_DAY1|VOL_IDEAL:2.48x|CLOSE_STRONG:1.00|POCKET_PIVOT|GAP_FULL:2.9%|RS:+5.8%|RSI_WEAK:49.8|BB_WIDE:0.151,7.39,7.8,11.5,14.99,26.49,39.01,52.77,40.86,26.9,29.57,20.12,27.31,25.46,23.41,30.8
2026-03-11,3437,光電業,SURGE_BETA,40,1.69,9.93,0.0,1.0,36.6,16.049999237060547,"{'vol_ratio': 6, 'close_strength': 8, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 0, 'relative_strength': 8, 'breakout_20d': 0, 'rsi_healthy': 0, 'margin_not_hot': 0, 'bb_squeeze': 4}",SURGE_GATE_PASS|SURGE_DAY1|VOL_MILD:1.69x|CLOSE_STRONG:1.00|POCKET_PIVOT|RS:+5.8%|RSI_WEAK:36.6|BB_SQUEEZE_EXPAND:BB:0.116→0.158,9.97,20.87,32.71,45.79,40.19,54.21,49.53,38.01,38.01,41.43,35.2,30.22,33.33,28.35,40.5
2026-03-11,8064,光電業,SURGE_BETA,45,3.17,9.0,4.11,0.84,49.8,55.70000076293945,"{'vol_ratio': 7, 'close_strength': 8, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 8, 'relative_strength': 8, 'breakout_20d': 0, 'rsi_healthy': 0, 'margin_not_hot': 0, 'bb_squeeze': 0}",SURGE_GATE_PASS|SURGE_DAY2|VOL_EXTREME:3.17x|CLOSE_STRONG:0.84|POCKET_PIVOT|GAP_FULL:4.1%|RS:+4.9%|RSI_WEAK:49.8|BB_WIDE:0.250,3.41,0.9,10.95,18.13,20.65,20.29,15.62,27.11,15.98,22.08,34.11,26.75,19.75,13.64,15.8
2026-03-11,8431,其他電子業,SURGE_BETA,48,2.06,8.63,0.0,0.87,52.0,70.5,"{'vol_ratio': 10, 'close_strength': 8, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 0, 'relative_strength': 8, 'breakout_20d': 0, 'rsi_healthy': 0, 'margin_not_hot': 0, 'bb_squeeze': 8}",SURGE_GATE_PASS|SURGE_DAY1|VOL_IDEAL:2.06x|CLOSE_STRONG:0.87|POCKET_PIVOT|RS:+4.5%|RSI_WEAK:52.0|BB_SQUEEZE_BREAK:BB:0.119→0.239,-0.14,-3.55,-5.25,1.99,3.4,1.42,-1.99,-10.64,-7.66,-5.96,-9.5,-7.23,-10.78,-17.45,-16.6
2026-03-12,2399,電腦及週邊設備業,SURGE_ALPHA,57,3.4,7.39,-1.85,0.9,58.5,26.149999618530273,"{'vol_ratio': 7, 'close_strength': 8, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 0, 'relative_strength': 8, 'breakout_20d': 10, 'rsi_healthy': 5, 'margin_not_hot': 0, 'bb_squeeze': 4}",SURGE_GATE_PASS|SURGE_DAY2|VOL_EXTREME:3.40x|CLOSE_STRONG:0.90|POCKET_PIVOT|RS:+9.0%|BREAKOUT_20D:26.15>25.50|RSI_HEALTHY:58.5|BB_SQUEEZE_EXPAND:BB:0.141→0.192,0.38,3.82,7.07,17.78,29.45,42.26,31.17,18.16,20.65,11.85,18.55,16.83,14.91,21.8,29.25
2026-03-12,3437,光電業,SURGE_BETA,51,5.38,9.97,-1.56,1.0,53.8,17.649999618530273,"{'vol_ratio': 2, 'close_strength': 8, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 0, 'relative_strength': 8, 'breakout_20d': 10, 'rsi_healthy': 0, 'margin_not_hot': 0, 'bb_squeeze': 8}",SURGE_GATE_PASS|SURGE_DAY2|VOL_HYPERCHASE:5.38x|CLOSE_STRONG:1.00|POCKET_PIVOT|RS:+11.5%|BREAKOUT_20D:17.65>17.40|RSI_WEAK:53.8|BB_SQUEEZE_BREAK:BB:0.116→0.197,9.92,20.68,32.58,27.48,40.23,35.98,25.5,25.5,28.61,22.95,18.41,21.25,16.71,27.76,15.01
2026-03-12,3714,光電業,SURGE_ALPHA,57,3.88,9.95,-1.01,1.0,64.2,43.650001525878906,"{'vol_ratio': 7, 'close_strength': 8, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 0, 'relative_strength': 8, 'breakout_20d': 10, 'rsi_healthy': 5, 'margin_not_hot': 0, 'bb_squeeze': 4}",SURGE_GATE_PASS|SURGE_DAY2|VOL_EXTREME:3.88x|CLOSE_STRONG:1.00|POCKET_PIVOT|RS:+11.5%|BREAKOUT_20D:43.65>40.25|RSI_HEALTHY:64.2|BB_SQUEEZE_EXPAND:BB:0.112→0.191,-2.06,7.67,10.31,8.13,11.11,10.19,7.22,6.87,11.34,14.78,11.57,9.39,4.35,12.94,24.17
2026-03-12,4973,半導體業,SURGE_ALPHA,64,8.33,9.89,2.52,1.0,65.8,60.31766891479492,"{'vol_ratio': 2, 'close_strength': 8, 'inst_buy_fresh': 0, 'industry_strength': 0, 'pocket_pivot': 12, 'breakaway_gap': 8, 'relative_strength': 8, 'breakout_20d': 10, 'rsi_healthy': 5, 'margin_not_hot': 0, 'bb_squeeze': 8}",SURGE_GATE_PASS|SURGE_DAY1|VOL_HYPERCHASE:8.33x|CLOSE_STRONG:1.00|POCKET_PIVOT|GAP_FULL:2.5%|RS:+11.5%|BREAKOUT_20D:60.32>54.89|RSI_HEALTHY:65.8|BB_SQUEEZE_BREAK:BB:0.238→0.405,9.98,20.95,32.9,46.15,60.72,44.68,30.28,17.35,16.04,4.91,0.16,10.15,1.15,11.13,11.29
